descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
2/4 com Suíte Reversivel para 3/4, Vista mar, Ventilado, 01 vaga de garagem, Prédio Pastilhado.;Rua Banco dos Ingleses, 175;['90'];[2];[3];[1];419000;650;https://www.vivareal.com.br//imovel/apartamento-2-quartos-campo-grande-bairros-salvador-com-garagem-90m2-venda-RS419000-id-2550758298/
Apartamento para venda possui 59 metros quadrados com 2 quartos em Federação - Salvador - BA;Rua Mestre Pastinha, 116;['59'];[2];[1];[1];365000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-federacao-bairros-salvador-com-garagem-59m2-venda-RS365000-id-2553991187/
Apartamento para Venda em Salvador, STIEP, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas;-;['80'];[3];[3];[2];330000;680;https://www.vivareal.com.br//imovel/apartamento-3-quartos-stiep-bairros-salvador-com-garagem-80m2-venda-RS330000-id-2556859445/
QUATRO QUARTOS HORTO FLORESTAL;Avenida Santa Luzia, 146;[];[4];[4];[4];1850000;2616;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-210m2-venda-RS1850000-id-2558014050/
Apartamento a venda com 98 m² com 3 quartos sendo 1 suíte no Gárcia - Salvador - BA;Avenida Leovigildo Filgueiras, 648;['131'];[3];[2];[1];430000;785;https://www.vivareal.com.br//imovel/apartamento-3-quartos-garcia-bairros-salvador-com-garagem-98m2-venda-RS430000-id-2545878000/
Apartamento Para Venda 210m², 3 quartos | Pituba - Salvador, BA;Alameda Carrara, 272;['210'];[3];[3];[1];450000;475;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-210m2-venda-RS450000-id-2558280661/
Graça | 3 Suítes | Nascente | Vista Ma;Avenida Princesa Leopoldina, 10;['155'];[3];[6];[4];1290000;1400;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-155m2-venda-RS1290000-id-2551562927/
Apartamento para venda com 71m² com 2 quartos em Rio Vermelho - Salvador - BA;Avenida Cardeal da Silva;[];[2];[2];[2];780000;526;https://www.vivareal.com.br//imovel/apartamento-2-quartos-rio-vermelho-bairros-salvador-com-garagem-71m2-venda-RS780000-id-2555600246/
APARTAMENTO RESIDENCIAL em SALVADOR - BA, BARRA;-;['232'];[4];[6];[4];2590000;2750;https://www.vivareal.com.br//imovel/apartamento-4-quartos-barra-bairros-salvador-com-garagem-232m2-venda-RS2590000-id-2556637350/
Oportunidade no alto do cidade jardim.;Rua Sócrates Guanaes Gomes, 197;[];[4];[4];[3];730000;1440;https://www.vivareal.com.br//imovel/apartamento-4-quartos-candeal-bairros-salvador-com-garagem-133m2-venda-RS730000-id-2550362020/
Apartamento para venda tem 78 metros quadrados com 2 quartos em Pituba - Salvador -;-;['78'];[2];[3];[1];430000;770;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-78m2-venda-RS430000-id-2557163313/
Apartamento para venda com 84 metros quadrados com 2 quartos em Patamares - Salvador - BA;Avenida Luís Viana Filho, 6312;[];[2];[2];[1];650000;680;https://www.vivareal.com.br//imovel/apartamento-2-quartos-patamares-bairros-salvador-com-garagem-84m2-venda-RS650000-id-2558593173/
Largo da Vitória com 4|4, 04G e 451M² na Mansão Wildberger;Largo da Vitória, 162;[];[4];[5];[4];14900000;3900;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-451m2-venda-RS14900000-id-2534367491/
Apartamento 2 quartos com varanda e dependência completa em Brotas próximo ao metrô;Rua Amado Coutinho, ;['67'];[2];[2];[1];210000;525;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-67m2-venda-RS210000-id-2558557002/
4 quartos, padrão construtora Gatto no Canela.;Rua Basílio da Gama, 72;['236'];[4];[4];[2];830000;1980;https://www.vivareal.com.br//imovel/apartamento-4-quartos-canela-bairros-salvador-com-garagem-200m2-venda-RS830000-id-2555169901/
APARTAMENTO - 78 M² - 3 QUARTOS – CONDOMÍNIO MORADA DAS TORRES – ARMAÇÃO – SALVADOR – BAHIA;Rua Rodolpho Coelho Cavalcante, 162;['78'];[3];[3];[2];540000;516;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-78m2-venda-RS540000-id-2557838405/
Apartamento à venda, 109m², 3/4, Nascente, com infraestrutura de lazer, no Imbuí, Salvador-BA.;Rua João José Rescala, 236;[];[3];[3];[2];859000;680;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-109m2-venda-RS859000-id-2558370458/
Salvador - Apartamento Padrão - Costa Azul;Rua Doutor Augusto Lopes Pontes, ;['91'];[3];[1];[2];700000;790;https://www.vivareal.com.br//imovel/apartamento-3-quartos-costa-azul-bairros-salvador-com-garagem-91m2-venda-RS700000-id-2525710185/
CONDOMÍNIO TORRE DO ATLÂNTICO - CAMINHO DAS ÁRVORES.;Rua do Jaborandi, 145;[];[2];[2];[2];450000;810;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caminho-das-arvores-bairros-salvador-com-garagem-70m2-venda-RS450000-id-2539419471/
Condomínio Pedras do Vale - 2 quartos sendo 1 suíte - Excelente;Avenida Mário Leal Ferreira, 381;['60'];[2];[2];[1];230000;505;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-60m2-venda-RS230000-id-2555780136/
Parque Tropical para venda 113 m² com 3 suítes em Pituaçu - Salvador - BA;Rua Albertino Cabral Henrique, 0;['113'];[3];[4];[2];1050000;1150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituacu-bairros-salvador-com-garagem-113m2-venda-RS1050000-id-2554673422/
Apartamento 3 quartos no Luiz Anselmo Brotas Jardim Santa Tereza;-;['73'];[3];[2];[1];230000;508;https://www.vivareal.com.br//imovel/apartamento-3-quartos-luis-anselmo-bairros-salvador-com-garagem-73m2-venda-RS230000-id-2558361525/
Apartamento para venda tem 72,m² com 2 quartos em Caminho das Árvores - Salvador - BA;Alameda dos Sombreiros, 1043;[];[2];[2];[1];660000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caminho-das-arvores-bairros-salvador-com-garagem-72m2-venda-RS660000-id-2496917125/
Vasco da Gama, Conjunto Santa Madalena parte Alta - 2/4, Amplo Térreo!;Rua Ministro Amarílio Benjamim, ;['50'];[2];[1];[0];145000;100;https://www.vivareal.com.br//imovel/apartamento-2-quartos-engenho-velho-da-federacao-bairros-salvador-50m2-venda-RS145000-id-2558209191/
Apartamento à venda com 4 quartos no Corredor da Vitória Código FS17454;Avenida Sete de Setembro, 1983;['182'];[4];[3];[3];1350000;1800;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-182m2-venda-RS1350000-id-2556798823/
Apartamento de 4 quartos com área privativa de 305,00 m² e 4 garagens na Graça Salvador Bahia;Avenida Princesa Isabel, 850;[];[4];[6];[5];4350000;2600;https://www.vivareal.com.br//imovel/apartamento-4-quartos-graca-bairros-salvador-com-garagem-305m2-venda-RS4350000-id-2556632143/
Apartamento para Venda em Salvador, Rio Vermelho, 1 dormitório, 1 banheiro, 1 vaga;Rua Ismael de Barros, ;['47'];[1];[1];[1];425000;590;https://www.vivareal.com.br//imovel/apartamento-1-quartos-rio-vermelho-bairros-salvador-com-garagem-47m2-venda-RS425000-id-2555995034/
Apartamento para venda tem 82 metros quadrados com 2 quartos em Pituba - Salvador - BA;Rua Carmem Miranda;[];[2];[2];[1];475000;760;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-82m2-venda-RS475000-id-2549121139/
Apartamento 1 quarto em Itaigara - Salvador - BA;Rua Almeida Garret, 192;[];[1];[1];[1];420000;550;https://www.vivareal.com.br//imovel/apartamento-1-quartos-itaigara-bairros-salvador-com-garagem-45m2-venda-RS420000-id-2549233041/
Salvador - Apartamento Padrão - Horto Florestal;-;['286'];[4];[5];[4];1900000;2180;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-286m2-venda-RS1900000-id-2556029958/
Apartamento para venda possui 80 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Tenente Fernando Tuy, 56;['110'];[3];[3];[1];580000;750;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-80m2-venda-RS580000-id-2556281146/
VENDO 3/4 97M NO HORTO BELA VISTA- RESERVA DAS FLORES;Alameda dos Jardins, 408;['97'];[3];[3];[2];730000;740;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-bela-vista-bairros-salvador-com-garagem-97m2-venda-RS730000-id-2547660508/
Cineasta Oscar Santana- 2 quartos, suíte em 66m² e 1 vaga na Barra - Oportunidade!(LM));Rua Aracaju, ;['46'];[2];[2];[1];487000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-barra-bairros-salvador-com-garagem-46m2-venda-RS487000-id-2557593266/
Cód. 435/3696 Paralela 2/4 com Varanda Nascente no Cond. Parque Milênio;Avenida Luís Viana Filho;['52'];[2];[2];[1];180000;220;https://www.vivareal.com.br//imovel/apartamento-2-quartos-paralela-bairros-salvador-com-garagem-52m2-venda-RS180000-id-2557407365/
Vendo apartamento alto do Itaigara 211m²;Rua Jardim Alto do Itaigara, ;['211'];[4];[4];[1];610000;1200;https://www.vivareal.com.br//imovel/apartamento-4-quartos-itaigara-bairros-salvador-com-garagem-211m2-venda-RS610000-id-2558744151/
Apartamento para venda tem 46 metros quadrados com 1 quarto em Pituba - Salvador - BA;Rua Altino Serbeto de Barros;['59'];[1];[1];[1];334000;423;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-46m2-venda-RS334000-id-2546848118/
Apartamento para venda com 100 metros quadrados com 4 quartos em Stella Maris - Salvador - BA;Alameda Praia Garapuá, 0;[];[4];[4];[2];515000;650;https://www.vivareal.com.br//imovel/apartamento-4-quartos-stella-maris-bairros-salvador-com-garagem-100m2-venda-RS515000-id-2555943868/
Apartamento à Venda Loteamento Aquarius pituba;Rua Magno Valente, 321;['183'];[4];[3];[2];590000;1000;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-113m2-venda-RS590000-id-2485646089/
Apt 2/4 Vila Laura.R$ 249.000.Elevadores.Dependencia.Sexto Andar.Rua Lalita Costa!;Rua Lalita Costa, 0;['68'];[2];[2];[1];249000;300;https://www.vivareal.com.br//imovel/apartamento-2-quartos-matatu-bairros-salvador-com-garagem-68m2-venda-RS249000-id-2558183586/
Apartamento para venda com 142 metros quadrados com 3 quartos em Pituaçu - Salvador - BA;Rua Sítio do Pombal;['142'];[3];[4];[3];1480000;1055;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituacu-bairros-salvador-com-garagem-142m2-venda-RS1480000-id-2538205895/
Belíssimo apartamento de 3/4 na Paralela, bem localizado;Avenida Luís Viana Filho, 546;['80'];[3];[3];[];590000;450;https://www.vivareal.com.br//imovel/apartamento-3-quartos-paralela-bairros-salvador-75m2-venda-RS590000-id-2557755336/
1/4 Ondina oportunidade;Rua Marquês de Caravelas, ;['60'];[1];[1];[1];230000;430;https://www.vivareal.com.br//imovel/apartamento-1-quartos-barra-bairros-salvador-com-garagem-60m2-venda-RS230000-id-2558423561/
Apartamento para venda com 135 metros quadrados com 3 quartos em Pituba - Salvador - BA;Avenida Professor Magalhães Neto, 1795;['135'];[3];[4];[3];1390000;932;https://www.vivareal.com.br//imovel/apartamento-3-quartos-loteamento-aquarius-bairros-salvador-com-garagem-135m2-venda-RS1390000-id-2556417219/
Apartamento para Venda em Salvador, Santa Mônica, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Doutor Aristides de Oliveira, 1000;['54'];[2];[2];[1];140000;115;https://www.vivareal.com.br//imovel/apartamento-2-quartos-santa-monica-bairros-salvador-com-garagem-54m2-venda-RS140000-id-2554957760/
;Alameda das Cajazeiras, ;['125'];[3];[2];[2];990000;968;https://www.vivareal.com.br//imovel/apartamento-3-quartos-caminho-das-arvores-bairros-salvador-com-garagem-125m2-venda-RS990000-id-2548030170/
Apartamento 2/4 para venda na Fazenda Grande I;Alameda dos Jambeiros de Cajazeiras, 0;['47'];[2];[1];[1];70000;25;https://www.vivareal.com.br//imovel/apartamento-2-quartos-fazenda-grande-i-bairros-salvador-com-garagem-47m2-venda-RS70000-id-2538990376/
Studio para venda com 22 metros quadrados com 1 quarto em Caminho das Árvores - Salvador - BA;Avenida Antônio Carlos Magalhães, 1;[];[1];[1];[1];270000;400;https://www.vivareal.com.br//imovel/apartamento-1-quartos-caminho-das-arvores-bairros-salvador-com-garagem-22m2-venda-RS270000-id-2557637812/
Apartamento para venda possui 63 metros quadrados com 2 quartos em Armação - Salvador - BA;Rua General Bráulio Guimarães, 200;[];[2];[2];[1];440000;692;https://www.vivareal.com.br//imovel/apartamento-2-quartos-armacao-bairros-salvador-com-garagem-63m2-venda-RS440000-id-2550926958/
Apartamento 3/4 com suíte no Cidade Jardim R$ 590.000,00;Rua Guilhermino de Freitas Jatobá;[];[3];[3];[2];590000;1053;https://www.vivareal.com.br//imovel/apartamento-3-quartos-cidade-jardim-bairros-salvador-com-garagem-110m2-venda-RS590000-id-2557874373/
Apartamento 2/4 , 1 suíte , varanda e 2 vagas - Jardim Armação / Orla;Avenida Octávio Mangabeira, 4707;['65'];[2];[2];[2];435000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-orla-bairros-salvador-com-garagem-65m2-venda-RS435000-id-2554503040/
;-;['116'];[3];[2];[2];350000;380;https://www.vivareal.com.br//imovel/apartamento-3-quartos-rio-vermelho-bairros-salvador-com-garagem-116m2-venda-RS350000-id-2555707205/
3 SUÍTES, 184M², 3 VAGAS DE GARAGEM, TODO REFORMADO, ACABAMENTO PREMIUM;Rua Cândido Portinari, 520;['184'];[3];[4];[3];2400000;2100;https://www.vivareal.com.br//imovel/apartamento-3-quartos-ondina-bairros-salvador-com-garagem-184m2-venda-RS2400000-id-2554896258/
Apartamento 3 Quartos para Venda em Salvador, Itaigara, 3 dormitórios, 2 suítes, 3 banheiros, 2 vaga;Rua Érico Veríssimo, 09;['92'];[3];[3];[2];695000;1170;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-92m2-venda-RS695000-id-2518463797/
APARTAMENTO RESIDENCIAL em SALVADOR - BA, IMBUÍ;-;['90'];[3];[3];[1];680000;470;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-90m2-venda-RS680000-id-2558026401/
Apartamento Padrão para Venda em Jardim Apipema Salvador-BA - 033;Rua Professor Sabino Silva;['140'];[3];[2];[2];850000;1200;https://www.vivareal.com.br//imovel/apartamento-3-quartos-jardim-apipema-bairros-salvador-com-garagem-140m2-venda-RS850000-id-2558464989/
VENDO APARTAMENTO - 80 M² - 2 QUARTOS - EDIFÍCIO VILLA EGIPCIA – CAMINHO DAS ÁRVORES – SALVADOR – BA;Rua do Timbó, 600;['80'];[2];[3];[1];450000;880;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caminho-das-arvores-bairros-salvador-com-garagem-80m2-venda-RS450000-id-2555369625/
Apartamento 1 quarto e sala, 63 m², nascente, vista mar, varanda, 01 vaga de garagem coberta;Rua Américo Vespúcio, 60;[];[1];[1];[1];590000;670;https://www.vivareal.com.br//imovel/apartamento-1-quartos-jardim-armacao-bairros-salvador-com-garagem-64m2-venda-RS590000-id-2557579077/
Apartamento para venda com 86 metros quadrados com 3 quartos em Imbuí - Salvador - BA;Rua João José Rescala, 200;['98'];[3];[3];[1];550000;740;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-86m2-venda-RS550000-id-2521695415/
Apartamento 3 quartos com suíte, 85m² em Pituba - Salvador - BA;Rua Artur Gomes de Carvalho, 1;['85'];[3];[3];[2];540000;750;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-85m2-venda-RS540000-id-2528624396/
Apartamento para venda com 148 metros quadrados com 3 quartos em Pituba - Salvador - BA;Avenida Professor Magalhães Neto, 0;['148'];[3];[4];[3];1400000;1900;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-148m2-venda-RS1400000-id-2550840158/
Condominio 2 de Julho Life, infra completa, Nova Brasília - Salvador - BA;Avenida Aliomar Baleeiro, 8;[];[2];[1];[1];135000;200;https://www.vivareal.com.br//imovel/apartamento-2-quartos-nova-brasilia-bairros-salvador-com-garagem-45m2-venda-RS135000-id-2554844301/
Apartamento para venda possui 84 metros quadrados com 2 quartos em Pituaçu - Salvador - BA;Rua Barros Pimentel, 9;['84'];[2];[3];[1];459999;500;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituacu-bairros-salvador-com-garagem-84m2-venda-RS459999-id-2534310275/
Apartamento para Venda em Salvador, Patamares, 4 dormitórios, 3 suítes, 4 banheiros, 3 vagas;Rua Bicuíba, 1454;['150'];[4];[4];[3];1590000;1520;https://www.vivareal.com.br//imovel/apartamento-4-quartos-patamares-bairros-salvador-com-garagem-150m2-venda-RS1590000-id-2548476785/
Apartamento 3/4 Na Barra Com Varanda Linda Vista Com Duas Garagens !;Avenida Sete de Setembro, ;['160'];[3];[3];[2];630000;1100;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-com-garagem-160m2-venda-RS630000-id-2557376973/
Apartamento para venda possui 110 metros quadrados com 3 quartos em Patamares - Salvador - BA;Rua Embira, 149;[];[3];[4];[3];890000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-110m2-venda-RS890000-id-2558281624/
Apartamento para Venda em Salvador, brotas, 3 dormitórios, 1 banheiro, 1 vaga;-;['57'];[3];[1];[1];160000;483;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-com-garagem-57m2-venda-RS160000-id-2558240051/
¾ amplo, com varanda e 2 garagens, no coração da Graça!;Rua Oito de Dezembro, 0;[];[3];[4];[2];770000;1140;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-147m2-venda-RS770000-id-2541321788/
Apartamento 3 Quartos para Venda em Salvador, Itaigara, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Rua Antonio Bulcão Sobrinho, 351;['116'];[3];[2];[2];499000;1307;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-116m2-venda-RS499000-id-2558468707/
Apartamento para venda com 3 quartos no Pátio jardins em Brotas - Salvador - BA;Avenida Dom João VI, 800;[];[3];[2];[1];515000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-com-garagem-84m2-venda-RS515000-id-2547256558/
Excelente apartamento quarto e sala em Armação - Salvador - Bahia;Rua Rodrigues Dórea;[];[1];[1];[1];265000;609;https://www.vivareal.com.br//imovel/apartamento-1-quartos-armacao-bairros-salvador-com-garagem-40m2-venda-RS265000-id-2511962295/
Apartamento para venda tem 121 metros quadrados com 3 quartos em Pituba - Salvador - BA;Rua Fernando Menezes de Góes, 249;[];[3];[3];[0];360000;450;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-121m2-venda-RS360000-id-2539150612/
;Praça Carneiro Ribeiro, 11;['90'];[2];[2];[0];200000;70;https://www.vivareal.com.br//imovel/apartamento-2-quartos-nazare-bairros-salvador-90m2-venda-RS200000-id-2525721396/
Apartamento na pituba;Rua Hilton Rodrigues, 1000;['80'];[2];[3];[2];640000;640;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-80m2-venda-RS640000-id-2557688006/
